transaction_id,date,ville,type,modele,prix,duree_location_mois
TX03891,2024-01-26,Paris,location,Renault Clio,985.06,6
TX03892,2023-04-13,Paris,location,Audi A4,606.81,34
TX03893,2023-11-06,Lyon,vente,Audi A4,19713.96,
TX03894,2023-06-12,Marseille,vente,Audi A4,53281.48,
TX03895,2024-01-26,Lyon,vente,BMW X3,86158.58,
TX03896,2024-03-08,Paris,vente,Mercedes C Class,40469.55,
TX03897,2023-03-28,Paris,vente,Peugeot 208,30944.97,
TX03898,2023-02-09,Lyon,location,Tesla Model 3,513.09,16
TX03899,2024-01-03,Lyon,location,Renault Clio,529.7,23
TX03900,2023-09-10,Marseille,vente,Peugeot 208,82242.4,
TX03901,2023-06-29,Lyon,vente,BMW X3,45303.57,
TX03902,2024-03-31,Paris,vente,Audi A4,51987.51,
TX03903,2023-03-21,Lyon,vente,Peugeot 208,89746.16,
TX03904,2023-12-06,Marseille,vente,Tesla Model 3,78517.55,
TX03905,2023-10-28,Paris,location,Tesla Model 3,1085.5,35
TX03906,2024-03-04,Lyon,vente,Tesla Model 3,76734.82,
TX03907,2023-12-07,Paris,vente,Tesla Model 3,41698.57,
TX03908,2023-12-24,Marseille,vente,Renault Clio,21813.04,
TX03909,2023-06-27,Paris,location,Peugeot 208,268.98,9
TX03910,2023-03-25,Lyon,vente,BMW X3,25667.34,
TX03911,2024-03-03,Marseille,vente,Renault Clio,32095.59,
TX03912,2023-02-02,Lyon,location,Renault Clio,1427.55,14
TX03913,2023-12-10,Paris,location,Renault Clio,1230.7,31
TX03914,2023-03-27,Paris,location,Renault Clio,399.48,32
TX03915,2023-02-07,Lyon,location,Mercedes C Class,295.47,17
TX03916,2023-01-24,Paris,vente,Mercedes C Class,62543.71,
TX03917,2023-08-30,Marseille,vente,Renault Clio,20688.5,
TX03918,2023-02-09,Lyon,vente,BMW X3,58903.78,
TX03919,2024-03-21,Paris,location,Mercedes C Class,1319.62,17
TX03920,2023-07-13,Paris,location,Renault Clio,1171.18,31
TX03921,2023-10-23,Lyon,location,Renault Clio,933.29,46
TX03922,2023-05-25,Paris,location,BMW X3,1213.01,22
TX03923,2024-02-08,Lyon,vente,Tesla Model 3,59336.71,
TX03924,2023-07-22,Marseille,vente,Tesla Model 3,25904.37,
TX03925,2023-01-25,Lyon,location,Audi A4,423.99,17
TX03926,2023-08-11,Lyon,vente,Peugeot 208,60614.99,
TX03927,2023-04-09,Marseille,location,Tesla Model 3,398.54,25
TX03928,2023-07-06,Lyon,vente,Audi A4,53998.59,
TX03929,2024-03-19,Paris,vente,BMW X3,30478.47,
TX03930,2023-06-19,Marseille,location,Renault Clio,1148.44,34
TX03931,2023-05-16,Paris,vente,Mercedes C Class,45321.04,
TX03932,2023-09-30,Lyon,vente,Peugeot 208,48746.28,
TX03933,2023-02-19,Lyon,vente,Audi A4,30428.83,
TX03934,2023-05-22,Paris,location,Mercedes C Class,1164.32,25
TX03935,2024-03-27,Lyon,vente,Mercedes C Class,72781.07,
TX03936,2023-07-04,Paris,location,Peugeot 208,543.0,23
TX03937,2024-02-06,Lyon,vente,BMW X3,28412.56,
TX03938,2023-08-21,Lyon,vente,Audi A4,58512.02,
TX03939,2023-04-19,Marseille,location,Peugeot 208,446.49,14
TX03940,2023-03-11,Marseille,vente,Mercedes C Class,34571.73,
TX03941,2023-02-14,Paris,vente,Tesla Model 3,54898.99,
TX03942,2023-09-20,Marseille,vente,Peugeot 208,31701.19,
TX03943,2023-08-21,Lyon,vente,Tesla Model 3,26838.83,
TX03944,2023-09-10,Paris,vente,BMW X3,56668.14,
TX03945,2024-02-04,Lyon,location,BMW X3,737.82,17
TX03946,2024-04-06,Lyon,vente,Audi A4,23941.59,
TX03947,2023-11-20,Marseille,vente,Renault Clio,76258.58,
TX03948,2023-12-24,Lyon,vente,Renault Clio,89141.34,
TX03949,2023-12-27,Lyon,location,Mercedes C Class,860.1,8
TX03950,2023-01-19,Paris,location,BMW X3,1268.15,35
TX03951,2023-01-01,Paris,vente,BMW X3,81457.3,
TX03952,2023-11-15,Paris,location,Peugeot 208,818.36,31
TX03953,2023-12-21,Lyon,vente,Mercedes C Class,75122.44,
TX03954,2023-07-18,Lyon,vente,Audi A4,55832.02,
TX03955,2023-11-08,Lyon,vente,Renault Clio,31901.33,
TX03956,2023-04-25,Paris,vente,Peugeot 208,20168.4,
TX03957,2023-03-12,Marseille,location,Mercedes C Class,1071.16,34
TX03958,2024-02-22,Lyon,location,Audi A4,234.74,1
TX03959,2023-02-10,Marseille,location,Tesla Model 3,1242.32,48
TX03960,2023-09-17,Marseille,location,Audi A4,213.75,6
TX03961,2023-01-17,Lyon,vente,Peugeot 208,65876.72,
TX03962,2023-05-13,Paris,vente,Renault Clio,64711.07,
TX03963,2024-02-21,Lyon,vente,Tesla Model 3,60091.31,
TX03964,2023-03-16,Paris,location,Peugeot 208,204.14,47
TX03965,2023-05-04,Marseille,location,BMW X3,1078.82,40
TX03966,2023-07-30,Lyon,vente,BMW X3,60023.12,
TX03967,2024-03-30,Marseille,location,Peugeot 208,446.26,6
TX03968,2023-08-10,Paris,vente,Tesla Model 3,48210.14,
TX03969,2024-04-05,Lyon,location,Audi A4,823.97,36
TX03970,2023-10-02,Paris,vente,BMW X3,53478.64,
TX03971,2023-11-06,Lyon,vente,BMW X3,41978.36,
TX03972,2024-01-09,Lyon,location,Renault Clio,387.49,26
TX03973,2023-01-22,Paris,vente,Renault Clio,35279.79,
TX03974,2024-02-17,Paris,vente,Mercedes C Class,33049.81,
TX03975,2024-03-18,Marseille,vente,Audi A4,41411.6,
TX03976,2024-02-16,Lyon,location,Audi A4,736.56,29
TX03977,2024-03-03,Lyon,location,Mercedes C Class,1384.11,40
TX03978,2023-05-03,Lyon,vente,Peugeot 208,34619.43,
TX03979,2023-08-24,Lyon,vente,Tesla Model 3,31355.23,
TX03980,2024-01-18,Marseille,vente,Peugeot 208,46379.82,
TX03981,2023-09-02,Marseille,vente,Tesla Model 3,22710.46,
TX03982,2023-08-14,Marseille,vente,BMW X3,83053.34,
TX03983,2024-03-10,Lyon,location,Renault Clio,720.78,17
TX03984,2023-05-15,Paris,location,BMW X3,918.31,33
TX03985,2024-01-24,Marseille,vente,Renault Clio,69598.47,
TX03986,2024-04-13,Marseille,vente,BMW X3,19062.91,
TX03987,2024-03-03,Lyon,location,Peugeot 208,992.55,41
TX03988,2024-01-08,Paris,vente,Peugeot 208,37393.72,
TX03989,2023-08-11,Paris,vente,Renault Clio,30255.75,
TX03990,2024-04-13,Lyon,vente,Renault Clio,43594.41,
TX03991,2023-02-15,Marseille,vente,Tesla Model 3,78396.14,
TX03992,2023-03-18,Paris,vente,Mercedes C Class,40664.02,
TX03993,2023-04-25,Paris,location,Peugeot 208,245.8,40
TX03994,2023-09-02,Paris,vente,BMW X3,78377.56,
TX03995,2023-01-12,Paris,location,Audi A4,431.84,19
TX03996,2023-04-10,Marseille,location,Renault Clio,219.29,30
TX03997,2023-03-08,Lyon,vente,BMW X3,73180.6,
TX03998,2023-11-09,Lyon,vente,Peugeot 208,73894.93,
TX03999,2023-04-19,Marseille,location,Peugeot 208,246.18,46
TX04000,2023-07-01,Lyon,location,Peugeot 208,1251.65,13
TX04001,2024-03-15,Paris,vente,Renault Clio,49467.67,
TX04002,2023-02-02,Paris,location,Renault Clio,746.98,47
TX04003,2023-07-04,Marseille,vente,BMW X3,55411.25,
TX04004,2023-01-23,Marseille,vente,Mercedes C Class,23491.84,
TX04005,2023-11-23,Marseille,vente,Tesla Model 3,54869.26,
TX04006,2023-05-17,Paris,location,BMW X3,729.06,6
TX04007,2023-12-12,Marseille,location,Audi A4,1233.47,6
TX04008,2023-01-16,Lyon,vente,Peugeot 208,52819.07,
TX04009,2023-03-11,Paris,location,Peugeot 208,1109.18,5
TX04010,2023-12-31,Paris,location,Tesla Model 3,1364.69,43
TX04011,2023-12-31,Paris,location,Peugeot 208,972.07,22
TX04012,2023-12-27,Lyon,location,Peugeot 208,1334.6,39
TX04013,2024-04-01,Lyon,vente,Tesla Model 3,76004.54,
TX04014,2023-09-14,Lyon,location,Audi A4,407.1,42
TX04015,2023-09-29,Marseille,location,Mercedes C Class,741.02,22
TX04016,2023-03-14,Lyon,location,BMW X3,599.62,47
TX04017,2023-01-26,Paris,vente,Mercedes C Class,83573.65,
TX04018,2024-01-12,Paris,location,BMW X3,830.16,19
TX04019,2023-03-06,Lyon,vente,Tesla Model 3,85963.62,
TX04020,2024-02-10,Marseille,vente,BMW X3,69115.31,
TX04021,2023-10-06,Paris,vente,Audi A4,83742.39,
TX04022,2023-04-29,Paris,vente,Mercedes C Class,74171.22,
TX04023,2023-05-07,Lyon,location,Peugeot 208,1132.22,35
TX04024,2023-01-05,Marseille,location,Audi A4,487.61,34
TX04025,2023-07-26,Lyon,location,Mercedes C Class,459.28,31
TX04026,2023-07-28,Lyon,vente,BMW X3,78798.22,
TX04027,2023-03-26,Lyon,location,Renault Clio,534.76,3
TX04028,2023-11-09,Paris,vente,BMW X3,41525.53,
TX04029,2023-05-19,Lyon,vente,Audi A4,62319.04,
TX04030,2023-01-31,Marseille,location,Peugeot 208,590.2,3
TX04031,2023-10-09,Paris,location,Audi A4,262.15,45
TX04032,2023-03-28,Paris,vente,Tesla Model 3,34687.18,
TX04033,2023-03-20,Marseille,location,Mercedes C Class,1079.89,7
TX04034,2023-02-04,Paris,vente,Audi A4,19968.22,
TX04035,2023-09-18,Marseille,location,Peugeot 208,306.43,32
TX04036,2023-03-14,Marseille,vente,Tesla Model 3,34785.76,
TX04037,2023-06-30,Paris,location,Peugeot 208,819.76,31
TX04038,2024-04-08,Marseille,vente,Peugeot 208,54383.97,
TX04039,2024-02-08,Paris,vente,Renault Clio,38013.84,
TX04040,2024-01-11,Paris,location,Audi A4,734.0,31
TX04041,2023-09-06,Paris,location,Audi A4,325.06,6
TX04042,2023-10-10,Lyon,location,Renault Clio,771.48,16
TX04043,2024-03-21,Paris,vente,BMW X3,36697.3,
TX04044,2023-12-25,Marseille,vente,Peugeot 208,58348.46,
TX04045,2024-01-13,Paris,location,Mercedes C Class,318.36,7
TX04046,2023-11-01,Paris,location,Tesla Model 3,1201.54,39
TX04047,2024-01-26,Paris,vente,Audi A4,25363.46,
TX04048,2023-12-08,Paris,vente,BMW X3,81488.09,
TX04049,2023-01-13,Marseille,vente,BMW X3,86618.28,
TX04050,2023-07-15,Paris,vente,Tesla Model 3,35943.17,
TX04051,2023-11-15,Lyon,vente,Audi A4,58084.42,
TX04052,2023-11-04,Lyon,location,Peugeot 208,956.8,33
TX04053,2023-08-27,Lyon,vente,Renault Clio,28683.94,
TX04054,2023-04-23,Paris,location,Peugeot 208,302.51,30
TX04055,2023-08-17,Marseille,location,Tesla Model 3,1180.1,18
TX04056,2023-02-12,Lyon,vente,BMW X3,48298.99,
TX04057,2023-05-14,Lyon,vente,Renault Clio,77281.45,
TX04058,2024-01-08,Marseille,location,BMW X3,1470.89,35
TX04059,2023-03-25,Paris,location,BMW X3,216.95,27
TX04060,2024-01-17,Lyon,vente,Mercedes C Class,87839.91,
TX04061,2024-03-30,Paris,vente,Mercedes C Class,70591.69,
TX04062,2024-03-10,Paris,location,Mercedes C Class,739.14,31
TX04063,2023-09-28,Paris,vente,BMW X3,59230.11,
TX04064,2023-09-05,Marseille,vente,Renault Clio,22850.8,
TX04065,2023-11-07,Marseille,location,Peugeot 208,738.5,15
TX04066,2023-01-04,Paris,location,Tesla Model 3,764.08,30
TX04067,2023-08-03,Lyon,location,Mercedes C Class,1024.29,20
TX04068,2024-03-20,Marseille,vente,Mercedes C Class,16069.91,
TX04069,2023-11-18,Paris,vente,Tesla Model 3,83725.06,
TX04070,2023-04-13,Paris,vente,Audi A4,41115.04,
TX04071,2023-08-29,Marseille,location,Audi A4,851.07,11
TX04072,2023-12-15,Lyon,vente,BMW X3,31763.59,
TX04073,2023-05-03,Lyon,location,BMW X3,630.2,6
TX04074,2023-10-10,Lyon,location,Peugeot 208,1309.81,22
TX04075,2023-09-27,Paris,location,BMW X3,769.42,21
TX04076,2023-01-20,Paris,vente,Audi A4,19694.29,
TX04077,2024-03-22,Marseille,vente,Tesla Model 3,75774.64,
TX04078,2023-08-15,Lyon,location,Mercedes C Class,1454.23,22
TX04079,2023-05-21,Paris,vente,Mercedes C Class,15914.08,
TX04080,2023-02-07,Lyon,location,Tesla Model 3,867.2,29
TX04081,2023-04-30,Lyon,location,Mercedes C Class,305.18,22
TX04082,2023-10-26,Marseille,location,Mercedes C Class,649.53,32
TX04083,2023-09-10,Marseille,vente,BMW X3,15802.9,
TX04084,2023-08-15,Marseille,location,Mercedes C Class,398.18,18
TX04085,2023-12-01,Paris,location,Audi A4,290.66,47
TX04086,2024-03-31,Paris,location,Peugeot 208,1166.26,20
TX04087,2023-04-21,Paris,vente,Mercedes C Class,77617.75,
TX04088,2023-03-26,Marseille,vente,Audi A4,78316.94,
TX04089,2023-08-17,Paris,location,Tesla Model 3,219.02,3
TX04090,2023-08-10,Marseille,location,Renault Clio,540.36,17
TX04091,2023-09-04,Paris,vente,Audi A4,16569.78,
TX04092,2024-03-28,Lyon,vente,BMW X3,84334.21,
TX04093,2024-01-11,Lyon,vente,Mercedes C Class,19145.04,
TX04094,2023-12-16,Marseille,location,Audi A4,545.24,34
TX04095,2023-03-24,Lyon,vente,Tesla Model 3,47374.34,
TX04096,2023-07-09,Lyon,vente,BMW X3,85400.86,
TX04097,2023-07-20,Marseille,vente,Peugeot 208,77732.12,
TX04098,2024-01-28,Lyon,location,BMW X3,887.58,33
TX04099,2024-04-04,Lyon,vente,Audi A4,37960.57,
TX04100,2023-12-28,Lyon,location,Mercedes C Class,790.13,26
TX04101,2023-09-06,Lyon,location,BMW X3,991.32,12
TX04102,2024-03-06,Lyon,location,Renault Clio,1134.4,48
TX04103,2023-09-16,Marseille,vente,BMW X3,22946.16,
TX04104,2023-06-11,Lyon,location,Audi A4,706.5,31
TX04105,2023-09-23,Marseille,vente,Tesla Model 3,44778.01,
TX04106,2023-05-19,Paris,location,Tesla Model 3,1315.58,6
TX04107,2023-10-26,Marseille,vente,Audi A4,87473.19,
TX04108,2023-12-15,Marseille,location,Mercedes C Class,1472.45,15
TX04109,2023-11-21,Lyon,vente,BMW X3,28687.1,
TX04110,2023-11-13,Lyon,location,Renault Clio,673.62,48
TX04111,2024-01-29,Paris,location,BMW X3,1284.54,27
TX04112,2023-04-13,Marseille,location,Audi A4,758.88,2
TX04113,2023-09-04,Lyon,vente,Audi A4,37478.62,
TX04114,2023-07-24,Lyon,vente,BMW X3,65240.32,
TX04115,2023-01-27,Lyon,location,Renault Clio,857.46,17
TX04116,2023-07-26,Lyon,location,Renault Clio,1233.96,23
TX04117,2023-09-17,Paris,location,Audi A4,984.72,36
TX04118,2023-06-18,Marseille,location,Audi A4,1001.41,3
TX04119,2023-07-02,Marseille,location,Tesla Model 3,1214.12,38
TX04120,2023-02-15,Lyon,location,Mercedes C Class,238.69,41
TX04121,2024-03-06,Paris,vente,Mercedes C Class,60863.96,
TX04122,2023-04-17,Lyon,location,Renault Clio,1289.71,1
TX04123,2024-03-05,Paris,location,Mercedes C Class,1126.25,41
TX04124,2024-03-15,Lyon,vente,Mercedes C Class,27660.19,
TX04125,2024-04-27,Marseille,location,Tesla Model 3,359.27,3
TX04126,2023-12-18,Marseille,location,Tesla Model 3,466.82,47
TX04127,2023-09-30,Marseille,vente,BMW X3,73293.62,
TX04128,2023-05-08,Paris,vente,Renault Clio,17043.1,
TX04129,2023-02-18,Marseille,vente,Peugeot 208,54884.38,
TX04130,2023-10-25,Marseille,vente,Mercedes C Class,28543.45,
TX04131,2023-11-21,Lyon,location,Tesla Model 3,703.44,29
TX04132,2023-05-02,Paris,location,BMW X3,511.27,48
TX04133,2023-07-29,Paris,vente,BMW X3,33714.28,
TX04134,2023-11-29,Lyon,vente,Peugeot 208,67745.9,
TX04135,2024-04-17,Lyon,location,Audi A4,546.57,47
TX04136,2024-01-30,Lyon,vente,Peugeot 208,30652.57,
TX04137,2023-09-12,Marseille,vente,Mercedes C Class,21289.27,
TX04138,2023-10-19,Marseille,vente,Tesla Model 3,62086.22,
TX04139,2023-03-04,Marseille,vente,Tesla Model 3,61649.42,
TX04140,2024-04-30,Marseille,vente,Peugeot 208,54254.04,
TX04141,2024-04-01,Marseille,vente,Peugeot 208,80827.9,
TX04142,2023-04-02,Marseille,location,Mercedes C Class,682.85,26
TX04143,2023-12-29,Paris,location,Peugeot 208,828.33,18
TX04144,2023-02-06,Marseille,vente,Renault Clio,57436.18,
TX04145,2023-12-19,Paris,location,BMW X3,210.97,9
TX04146,2023-05-15,Paris,location,Renault Clio,1025.73,47
TX04147,2023-10-28,Marseille,vente,Mercedes C Class,89428.45,
TX04148,2023-10-11,Marseille,vente,Tesla Model 3,73188.47,
TX04149,2023-07-22,Lyon,location,Peugeot 208,1310.12,9
TX04150,2024-02-10,Paris,vente,Audi A4,52843.78,
TX04151,2023-12-31,Lyon,vente,Renault Clio,75162.62,
TX04152,2023-09-20,Paris,location,Renault Clio,1155.15,48
TX04153,2024-02-28,Paris,location,Tesla Model 3,1301.39,4
TX04154,2023-12-27,Paris,location,Audi A4,300.91,34
TX04155,2023-03-03,Lyon,location,Renault Clio,331.81,8
TX04156,2023-03-08,Paris,vente,Peugeot 208,58297.72,
TX04157,2023-11-08,Marseille,vente,Renault Clio,49513.73,
TX04158,2023-05-13,Paris,vente,Audi A4,64676.9,
TX04159,2024-02-26,Marseille,vente,BMW X3,32990.48,
TX04160,2023-04-30,Marseille,vente,Audi A4,59936.41,
TX04161,2023-10-01,Marseille,vente,Audi A4,68767.68,
TX04162,2023-02-15,Lyon,location,Audi A4,1000.8,35
TX04163,2024-01-22,Marseille,vente,Audi A4,84594.97,
TX04164,2023-01-15,Marseille,vente,Mercedes C Class,56446.08,
TX04165,2023-10-13,Lyon,vente,Audi A4,65542.91,
TX04166,2024-02-26,Marseille,location,BMW X3,232.01,33
TX04167,2024-02-17,Paris,vente,Audi A4,35763.66,
TX04168,2023-08-24,Marseille,vente,Tesla Model 3,66569.65,
TX04169,2023-05-10,Lyon,vente,Renault Clio,70915.42,
TX04170,2024-03-12,Marseille,location,Audi A4,1225.59,32
TX04171,2024-03-17,Lyon,location,Peugeot 208,377.0,15
TX04172,2023-01-01,Paris,vente,Tesla Model 3,88144.49,
TX04173,2023-12-01,Lyon,location,Renault Clio,537.04,16
TX04174,2023-06-22,Paris,vente,BMW X3,34938.13,
TX04175,2023-07-30,Lyon,vente,Audi A4,41434.91,
TX04176,2023-05-20,Marseille,location,Renault Clio,430.97,33
TX04177,2023-08-13,Lyon,location,Audi A4,1189.66,17
TX04178,2023-08-25,Marseille,vente,BMW X3,28285.23,
TX04179,2023-01-06,Paris,location,BMW X3,704.68,41
TX04180,2023-06-13,Marseille,location,Renault Clio,726.15,5
TX04181,2023-06-19,Marseille,vente,Renault Clio,69321.68,
TX04182,2023-10-03,Lyon,vente,Peugeot 208,55695.76,
TX04183,2023-03-10,Marseille,vente,Audi A4,27043.95,
TX04184,2023-03-27,Paris,location,Audi A4,670.44,9
TX04185,2023-08-21,Lyon,vente,Renault Clio,28292.67,
TX04186,2023-03-06,Marseille,vente,Renault Clio,40343.3,
TX04187,2023-06-25,Marseille,location,Audi A4,411.22,32
TX04188,2023-01-11,Paris,location,Peugeot 208,453.39,27
TX04189,2023-02-03,Paris,vente,Peugeot 208,24940.53,
TX04190,2023-04-18,Paris,vente,Mercedes C Class,63461.01,
TX04191,2023-04-07,Marseille,vente,Tesla Model 3,59543.59,
TX04192,2023-07-26,Paris,location,Renault Clio,811.5,20
TX04193,2023-03-09,Marseille,location,Renault Clio,573.87,41
TX04194,2023-06-07,Lyon,location,BMW X3,1211.67,4
TX04195,2023-04-01,Paris,vente,Peugeot 208,55936.83,
TX04196,2023-07-26,Paris,location,Peugeot 208,1365.94,46
TX04197,2023-09-19,Paris,vente,Audi A4,22746.7,
TX04198,2023-05-17,Marseille,location,Peugeot 208,579.37,41
TX04199,2024-01-09,Lyon,vente,Audi A4,87602.12,
TX04200,2023-04-19,Marseille,vente,Peugeot 208,50395.01,
TX04201,2024-01-21,Lyon,vente,Tesla Model 3,48155.25,
TX04202,2023-01-26,Marseille,location,BMW X3,1046.41,8
TX04203,2023-06-27,Lyon,vente,BMW X3,62794.3,
TX04204,2023-01-30,Lyon,vente,Audi A4,71931.81,
TX04205,2023-08-30,Lyon,location,Peugeot 208,1190.76,19
TX04206,2024-04-03,Paris,vente,Renault Clio,29554.09,
TX04207,2023-06-25,Lyon,location,Renault Clio,745.64,7
TX04208,2024-02-17,Paris,vente,Audi A4,42005.06,
TX04209,2024-04-01,Marseille,location,Renault Clio,249.35,43
TX04210,2023-02-20,Paris,location,Mercedes C Class,445.92,26
TX04211,2023-10-25,Lyon,vente,Mercedes C Class,30735.62,
TX04212,2023-05-13,Paris,vente,BMW X3,53069.95,
TX04213,2023-04-09,Paris,vente,BMW X3,81079.42,
TX04214,2024-02-13,Marseille,location,Tesla Model 3,1304.45,21
TX04215,2024-03-02,Lyon,vente,Peugeot 208,56065.55,
TX04216,2023-11-28,Marseille,location,BMW X3,343.74,26
TX04217,2023-01-27,Paris,location,Audi A4,691.07,12
TX04218,2024-04-04,Lyon,vente,Audi A4,79567.78,
TX04219,2023-11-09,Marseille,location,Tesla Model 3,1197.08,19
TX04220,2024-02-13,Marseille,vente,Tesla Model 3,89854.78,
TX04221,2024-01-09,Marseille,vente,Renault Clio,69156.99,
TX04222,2024-04-16,Marseille,vente,Tesla Model 3,32053.36,
TX04223,2024-03-25,Lyon,vente,BMW X3,87180.27,
TX04224,2024-02-16,Paris,vente,Tesla Model 3,18390.8,
TX04225,2023-12-30,Marseille,vente,Audi A4,29780.15,
TX04226,2023-02-04,Marseille,location,Peugeot 208,555.89,6
TX04227,2023-02-12,Paris,vente,Renault Clio,53947.08,
TX04228,2023-08-30,Lyon,vente,Renault Clio,60887.29,
TX04229,2023-03-06,Lyon,vente,Mercedes C Class,80737.59,
TX04230,2024-03-25,Lyon,location,BMW X3,1023.16,30
TX04231,2024-01-03,Marseille,location,BMW X3,249.46,4
TX04232,2023-07-18,Paris,location,Peugeot 208,1290.05,9
TX04233,2024-04-23,Marseille,location,Mercedes C Class,1177.92,34
TX04234,2023-08-05,Marseille,location,Renault Clio,939.17,37
TX04235,2024-02-05,Marseille,location,Peugeot 208,512.53,12
TX04236,2023-03-25,Marseille,location,Mercedes C Class,1493.6,7
TX04237,2023-04-25,Paris,location,BMW X3,1340.46,44
TX04238,2023-12-21,Marseille,vente,Tesla Model 3,45985.87,
TX04239,2024-04-20,Marseille,location,Audi A4,541.48,18
TX04240,2023-01-16,Lyon,vente,Peugeot 208,75482.71,
TX04241,2023-02-01,Paris,location,Renault Clio,1242.44,33
TX04242,2023-08-27,Marseille,location,Mercedes C Class,1301.81,40
TX04243,2024-03-10,Paris,location,BMW X3,624.87,3
TX04244,2024-02-03,Marseille,vente,Tesla Model 3,17918.11,
TX04245,2024-03-08,Marseille,location,Renault Clio,550.33,18
TX04246,2023-04-25,Paris,location,Audi A4,1361.26,46
TX04247,2023-04-17,Lyon,location,Renault Clio,1182.65,30
TX04248,2023-12-22,Paris,vente,Peugeot 208,41603.15,
TX04249,2023-05-28,Paris,vente,Audi A4,69605.91,
TX04250,2023-01-02,Paris,location,BMW X3,1442.75,32
TX04251,2023-09-24,Marseille,vente,Peugeot 208,29467.59,
TX04252,2024-03-25,Marseille,location,Tesla Model 3,1266.49,34
TX04253,2024-04-23,Marseille,vente,BMW X3,28355.54,
TX04254,2024-03-05,Marseille,location,Audi A4,946.15,22
TX04255,2024-03-31,Marseille,vente,Peugeot 208,71521.21,
TX04256,2023-04-22,Lyon,vente,Tesla Model 3,76729.38,
TX04257,2023-01-21,Marseille,location,Tesla Model 3,223.09,6
TX04258,2023-03-02,Paris,location,Mercedes C Class,983.7,25
TX04259,2023-12-04,Marseille,vente,Peugeot 208,76640.88,
TX04260,2023-06-01,Paris,location,Peugeot 208,395.55,27
TX04261,2023-07-09,Paris,location,Audi A4,788.67,37
TX04262,2024-02-21,Paris,location,Audi A4,840.7,35
TX04263,2023-03-12,Marseille,vente,Tesla Model 3,27389.33,
TX04264,2023-03-02,Marseille,vente,Audi A4,81227.59,
TX04265,2023-03-27,Marseille,location,Peugeot 208,1165.76,26
TX04266,2023-09-06,Paris,location,Audi A4,1360.82,39
TX04267,2023-10-29,Paris,vente,Mercedes C Class,86485.51,
TX04268,2023-07-31,Marseille,vente,Renault Clio,28175.81,
TX04269,2023-09-10,Lyon,vente,Renault Clio,45946.44,
TX04270,2024-03-13,Marseille,location,Tesla Model 3,1371.29,46
TX04271,2023-06-19,Marseille,vente,Audi A4,65984.46,
TX04272,2023-10-08,Paris,location,Mercedes C Class,713.75,31
TX04273,2023-09-08,Paris,vente,Tesla Model 3,20786.29,
TX04274,2023-04-27,Lyon,vente,BMW X3,77170.01,
TX04275,2024-03-28,Paris,vente,Renault Clio,65631.15,
TX04276,2023-07-04,Marseille,location,BMW X3,1312.51,38
TX04277,2023-08-04,Lyon,vente,BMW X3,60382.57,
TX04278,2024-04-20,Lyon,location,BMW X3,1133.57,4
TX04279,2023-01-07,Paris,location,Audi A4,669.46,28
TX04280,2023-11-12,Paris,location,Peugeot 208,1277.95,24
TX04281,2023-05-08,Marseille,location,BMW X3,301.69,38
TX04282,2023-05-28,Lyon,vente,Audi A4,41886.97,
TX04283,2023-04-09,Paris,location,Tesla Model 3,946.06,36
TX04284,2024-02-13,Paris,location,Renault Clio,632.6,18
TX04285,2023-02-06,Lyon,location,Tesla Model 3,318.83,36
TX04286,2023-02-25,Lyon,location,Audi A4,1271.44,42
TX04287,2023-02-15,Lyon,vente,BMW X3,17025.69,
TX04288,2023-03-11,Lyon,vente,Audi A4,67287.91,
TX04289,2023-08-24,Paris,vente,Renault Clio,39233.06,
TX04290,2023-11-01,Lyon,vente,Renault Clio,61346.05,
TX04291,2023-12-17,Paris,location,BMW X3,885.92,9
TX04292,2023-10-14,Lyon,location,Mercedes C Class,839.59,8
TX04293,2023-11-09,Marseille,vente,Audi A4,49429.65,
TX04294,2024-02-16,Lyon,location,BMW X3,691.01,16
TX04295,2023-09-22,Paris,location,Mercedes C Class,358.62,45
TX04296,2023-07-27,Paris,vente,Tesla Model 3,69571.32,
TX04297,2023-03-15,Paris,location,Audi A4,1386.04,16
TX04298,2023-06-10,Marseille,location,Mercedes C Class,439.84,40
TX04299,2023-11-23,Lyon,vente,BMW X3,80104.56,
TX04300,2024-01-05,Lyon,location,Peugeot 208,754.32,28
TX04301,2023-01-17,Lyon,vente,Audi A4,52184.46,
TX04302,2023-12-06,Marseille,vente,Peugeot 208,73687.17,
TX04303,2023-06-16,Marseille,vente,Peugeot 208,47903.58,
TX04304,2023-01-22,Paris,vente,BMW X3,88690.86,
TX04305,2023-02-09,Marseille,location,Tesla Model 3,261.65,16
TX04306,2023-03-11,Paris,vente,Peugeot 208,34547.86,
TX04307,2023-07-02,Lyon,vente,Tesla Model 3,65010.51,
TX04308,2023-04-02,Marseille,location,Audi A4,447.79,19
TX04309,2024-04-08,Lyon,location,Peugeot 208,648.56,8
TX04310,2023-11-03,Paris,location,Audi A4,710.7,37
TX04311,2023-08-27,Marseille,vente,Renault Clio,15519.73,
TX04312,2024-04-28,Paris,vente,Mercedes C Class,80055.77,
TX04313,2023-11-06,Marseille,vente,Audi A4,28205.73,
TX04314,2023-11-05,Marseille,vente,Audi A4,47036.24,
TX04315,2023-05-24,Lyon,location,Mercedes C Class,559.63,11
TX04316,2023-04-26,Lyon,location,Audi A4,924.99,33
TX04317,2023-09-12,Lyon,vente,Tesla Model 3,58856.75,
